legislator_name                    , Party      , 2018-01, 2018-03, 2018-04, 2018-05, 2018-06 , 2018-07 , 2018-08 , 2018-10 , 2018-11 , 2018-12  , 2019-01  , 2019-02   , 2019-03   , 2019-04   , 2019-05   , 2019-06   , 2019-07   , 2019-08   , 2019-09   , 2019-10             , 2019-11   , 2019-12            , 2020-01            , 2020-02            , 2020-03             , 2020-04             , 2020-05            , 2020-06            , 2020-07             , 2020-08             , 2020-09             , 2020-10             , 2020-11             , 2020-12     , 2021-01             , 2021-02             , 2021-03             , 2021-04             , 2021-05             , 2021-06             , 2021-07             , 2021-08             , 2021-09             , 2021-10             , 2021-11             , 2021-12             , 2022-01             , 2022-02             , 2022-03             , 2022-04             , 2022-05             , 2022-06             , 2022-07             , 2022-08             , 2022-09             , 2022-10     , 2022-11     , 2022-12     , 2023-01     , 2023-02     , 2023-03     , 2023-04     , 2023-05     , 2023-06     , 2023-07     , 2023-08     , 2023-09     , 2023-10     , 2023-11             , 2023-12     , 2024-01     , 2024-02     , 2024-03     , 2024-04     , 2024-05     , 2024-06     , 2024-07     , 2024-08     , 2024-09     , 2024-10     , 2024-11     , 2024-12     , 2025-01     , 2025-02     , 2025-03     , 2025-04     , 2025-05     , 2025-06     , 2025-07     , 2025-08     , 2025-09     , 2025-10     , 2025-11     , 2025-12     , 2026-01     , 2026-02     , 2026-03
John James                         , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,    440526.0         ,    440526.0 ,    456527.0 ,    488529.0 ,    512530.5 ,    528531.5 ,    560533.5 ,    592535.5 ,    616537.0 ,    648539.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0 ,   1137068.0
John McGuire                       , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,     24001.5 ,     24001.5 ,     24001.5
John Rutherford                    , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,   16001.0          ,    24001.5         ,    32002.0          ,    64004.0          ,    72004.5         ,    80005.0         ,     80005.0         ,     80005.0         ,     80005.0         ,     88005.5         ,     88005.5         ,    104006.5 ,    120007.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    184011.5         ,    312019.5         ,    656041.0         ,    656041.0         ,    656041.0         ,    656041.0         ,    656041.0         ,    656041.0         ,    656041.0         ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0         ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0 ,    656041.0
John W. Rose                       , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,   5250003.0 ,   5250003.0 ,   5250003.0 ,   5250003.0 ,   5250003.0 ,   5250003.0 ,   5250003.0 ,   5250003.0 ,   5250003.0 ,   5250003.0
Jonathan Jackson                   , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,     97501.5 ,     97501.5 ,     97501.5 ,    138002.5 ,    278004.0 ,    375505.5 ,    408006.0 ,    448507.0 ,    481007.5 ,    546008.5 ,    611009.5         ,    651510.5 ,    791512.0 ,    791512.0 ,    856513.0 ,    921514.0 ,    921514.0 ,    921514.0 ,   1019015.5 ,   1051516.0 ,   1116517.0 ,   1149017.5 ,   1214018.5 ,   1254519.5 ,   1254519.5 ,   1254519.5 ,   1367025.0 ,   1531028.0 ,   1622029.5 ,   1654530.0 ,   1670531.0 ,   1678531.5 ,   1694532.5 ,   1759533.5 ,   1775534.5 ,   1915536.0 ,   2114038.5 ,   2237042.0 ,   2237042.0
Joseph D. Morelle                  , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,     8000.5         ,     8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,    113004.0         ,    113004.0 ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0         ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0         ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0 ,    113004.0
Josh Gottheimer                    , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,    8000.5 ,  128008.0          ,  272017.0          ,  1616027.0         ,  2658539.5          ,  2770546.5          ,  3022555.0         ,  3182565.0         ,   3246569.0         ,   3350575.5         ,   3599089.5         ,   3799102.0         ,   5482117.0         ,   5570122.5 ,   5610125.0         ,  12242139.5         ,  12498155.5         ,  12610162.5         ,  18722669.0         ,  18835174.5         ,  18955182.0         ,  26495186.5         ,  26623194.5         ,  26839706.5         ,  57702213.5         ,  57822221.0         ,  58025229.5         ,  62661738.0         ,  62885752.0         ,  63053762.5         ,  63133767.5         ,  63237774.0         ,  63349781.0         ,  70505787.5         ,  70617794.5         ,  70737802.0 ,  70785805.0 ,  70833808.0 ,  72286829.5 ,  82236844.0 ,  82445355.5 ,  82621366.5 ,  89595382.0 ,  89771393.0 ,  89995407.0 ,  96107415.0 ,  96307926.0 ,  96531940.0 , 102643948.0         , 102836458.5 , 102980467.5 , 115092478.0 , 115228486.5 , 115340493.5 , 121452501.5 , 121900529.5 , 122124543.5 , 122277051.5 , 122485064.5 , 122701576.5 , 128821585.0 , 135005597.5 , 135293615.5 , 142626630.5 , 142810642.0 , 143374171.5 , 143470177.5 , 143542182.0 , 143566183.5 , 143582184.5 , 143622187.0 , 143638188.0 , 143670190.0 , 143702192.0 , 143726193.5 , 143790197.5 , 143790197.5
Judy Chu                           , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    175000.5 ,    350001.0 ,    350001.0 ,    350001.0 ,    350001.0 ,    350001.0 ,    350001.0 ,    350001.0 ,    350001.0
Julia Letlow                       , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,    304517.5 ,    336519.5 ,    360521.0 ,    424525.0 ,    456527.0 ,    456527.0 ,    520531.0 ,    536532.0 ,    601034.5 ,    705041.0 ,    745043.5 ,    777045.5 ,    801047.0 ,    825048.5 ,    881052.0 ,    881052.0 ,   1009060.0 ,   1009060.0
Julie Johnson                      , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,    208013.0 ,    424525.0 ,    488529.0 ,   1113565.0 ,   1129566.0 ,   1137566.5 ,   1193570.0 ,   1433585.0 ,   1513590.0 ,   1577594.0 ,   1825609.5 ,   2073625.0 ,   2073625.0 ,   2073625.0 ,   2073625.0
Justin Amash                       , Libertarian,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,     8000.5          ,     8000.5          ,     8000.5         ,     8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5 ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5         ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5         ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5
K. Michael Conaway                 , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,  239003.5          ,  322004.5          ,  1997516.0         ,  2431522.5          ,  3015530.0          ,  3516536.5         ,  3719540.0         ,   3859541.5         ,   4272045.0         ,   4607049.5         ,   4769552.0         ,   4834553.0         ,   5317056.5 ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5         ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5         ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5 ,   5317056.5
Katherine M. Clark                 , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,    40002.5          ,   104006.5          ,   104006.5         ,   104006.5         ,    104006.5         ,    104006.5         ,    104006.5         ,    312019.5         ,    616038.5         ,    616038.5 ,    624039.0         ,    672042.0         ,    672042.0         ,    672042.0         ,    672042.0         ,    744046.5         ,    824051.5         ,    824051.5         ,    952558.0         ,    952558.0         ,    952558.0         ,    952558.0         ,    952558.0         ,    952558.0         ,   1127558.5         ,   1135559.0         ,   1135559.0         ,   1135559.0         ,   1135559.0         ,   1135559.0         ,   1135559.0         ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1135559.0 ,   1510559.5 ,   1510559.5         ,   1510559.5 ,   1510559.5 ,   1685560.0 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1693560.5 ,   1726061.0 ,   2276062.0 ,   2276062.0 ,   2276062.0 ,   2276062.0 ,   2276062.0 ,   2276062.0
Kathy Castor                       , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,    8000.5          ,     8000.5         ,    64502.5          ,    97003.0          ,   113004.0         ,   121004.5         ,    129005.0         ,    129005.0         ,    137005.5         ,    137005.5         ,    137005.5         ,    137005.5 ,    137005.5         ,    145006.0         ,    153006.5         ,    161007.0         ,    161007.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0         ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0         ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0 ,    177008.0
Kathy Manning                      , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,    225509.5         ,    266010.5         ,   1048013.0         ,   1152518.0         ,   1184520.0         ,   1275521.5         ,   1275521.5         ,   1283522.0         ,   1283522.0         ,   1414526.0         ,   1454528.5         ,   1511030.5         ,   1543531.0         ,   1600033.0         ,   1683034.0         ,   1707035.5         ,   1780037.0         ,   2133041.5         ,   3293088.0         ,   3589106.5         ,   3637109.5         ,   3918124.0 ,   3918124.0 ,   4618126.0 ,   4618126.0 ,   4618126.0 ,   4618126.0 ,   4858639.5 ,   4858639.5 ,   4858639.5 ,   4858639.5 ,   4858639.5 ,   4858639.5 ,   4858639.5 ,   5408640.5         ,   6280144.0 ,   7538662.5 ,   8288663.0 ,   8288663.0 ,   8288663.0 ,   9038663.5 ,   9038663.5 ,   9585680.0 ,   9825681.5 ,   9825681.5 ,  10000682.0 ,  10000682.0 ,  10725683.5 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0 ,  10800684.0
Kelly Loeffler                     , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          , 2183011.5          , 26348536.5         , 60397064.0          , 78623637.5          , 99623639.0         , 99623639.0         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5 , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5         , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5         , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5 , 114623639.5
Kelly Louise Morrison              , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,    925001.0 ,    957501.5 ,   1111006.5 ,   1200009.0 ,   1200009.0 ,   1280512.5 ,   1313013.0 ,   1402015.5 ,   1402015.5 ,   1402015.5 ,   1402015.5 ,   1442516.5 ,   1507517.5 ,   1548018.5 ,   1596520.0
