legislator_name                    , Party      , 2018-01, 2018-03, 2018-04, 2018-05, 2018-06 , 2018-07 , 2018-08 , 2018-10 , 2018-11 , 2018-12  , 2019-01  , 2019-02   , 2019-03   , 2019-04   , 2019-05   , 2019-06   , 2019-07   , 2019-08   , 2019-09   , 2019-10             , 2019-11   , 2019-12            , 2020-01            , 2020-02            , 2020-03             , 2020-04             , 2020-05            , 2020-06            , 2020-07             , 2020-08             , 2020-09             , 2020-10             , 2020-11             , 2020-12     , 2021-01             , 2021-02             , 2021-03             , 2021-04             , 2021-05             , 2021-06             , 2021-07             , 2021-08             , 2021-09             , 2021-10             , 2021-11             , 2021-12             , 2022-01             , 2022-02             , 2022-03             , 2022-04             , 2022-05             , 2022-06             , 2022-07             , 2022-08             , 2022-09             , 2022-10     , 2022-11     , 2022-12     , 2023-01     , 2023-02     , 2023-03     , 2023-04     , 2023-05     , 2023-06     , 2023-07     , 2023-08     , 2023-09     , 2023-10     , 2023-11             , 2023-12     , 2024-01     , 2024-02     , 2024-03     , 2024-04     , 2024-05     , 2024-06     , 2024-07     , 2024-08     , 2024-09     , 2024-10     , 2024-11     , 2024-12     , 2025-01     , 2025-02     , 2025-03     , 2025-04     , 2025-05     , 2025-06     , 2025-07     , 2025-08     , 2025-09     , 2025-10     , 2025-11     , 2025-12     , 2026-01     , 2026-02     , 2026-03
David J. Taylor                    , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,      8000.5 ,     24001.5 ,     48003.0 ,     48003.0 ,    104505.0 ,    112505.5 ,    144507.5 ,    192510.5 ,    224512.5 ,    240513.5 ,    280516.0 ,    296517.0 ,    521528.0 ,    714537.0 ,    754539.5
David Kustoff                      , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,      4450.5         ,      4450.5         ,      4450.5         ,      4450.5         ,      4450.5         ,      4450.5         ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5         ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5 ,      4450.5
David Madison Cawthorn             , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,      8000.5         ,     89002.5         ,    105003.5         ,    236506.0         ,    236506.0         ,    236506.0         ,    236506.0         ,    236506.0         ,    236506.0         ,    236506.0         ,    236506.0 ,    236506.0 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5         ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5 ,    411506.5
David P. Joyce                     , Republican ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,   16001.0,   16001.0 ,  414004.0 ,  414004.0 ,  446504.5 ,  454505.0 ,  462505.5 ,  462505.5 ,  527506.5 ,  527506.5           ,  527506.5 ,  535507.0          ,  543507.5          ,   551508.0         ,   551508.0          ,   551508.0          ,   551508.0         ,   632510.0         ,    632510.0         ,    632510.0         ,    632510.0         ,    632510.0         ,    632510.0         ,    640510.5 ,    640510.5         ,    640510.5         ,    640510.5         ,    640510.5         ,    640510.5         ,    640510.5         ,    640510.5         ,    640510.5         ,    648511.0         ,    648511.0         ,    648511.0         ,    648511.0         ,    648511.0         ,    648511.0         ,    648511.0         ,    648511.0         ,    656511.5         ,    656511.5         ,    721512.5         ,    721512.5         ,    721512.5         ,    721512.5 ,    721512.5 ,    721512.5 ,    721512.5 ,    721512.5 ,    721512.5 ,    721512.5 ,    721512.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5         ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5 ,    851514.5
David Trone                        , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,   75000.5,   75000.5 ,  250001.0 ,  250001.0 ,  425001.5 ,  425001.5 ,  425001.5 ,  425001.5 ,  425001.5 ,  632502.5           ,  632502.5 ,  632502.5          ,  632502.5          ,   632502.5         ,   707503.0          ,   707503.0          ,   707503.0         ,   707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0 ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0         ,    707503.0 ,    707503.0 ,    707503.0 ,    707503.0 ,   1032504.5 ,   1032504.5 ,   4032505.0 ,   4032505.0 ,   4782505.5 ,  10782506.5 ,  16782507.5 ,  26157509.5 ,  29907510.5 ,  33657511.5         ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5 ,  33657511.5
Dean Phillips                      , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,   64502.5          ,  224512.5          ,   633535.0         ,   681538.0          ,  1283071.0          ,  1524083.0         ,  1564085.5         ,   1572086.0         ,   1660590.0         ,   1918101.5         ,   2109103.0         ,   2141105.0         ,   2325615.0 ,   2462122.0         ,   2478123.0         ,   2486123.5         ,   2518624.0         ,   2551124.5         ,   2551124.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5         ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5         ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2591625.5 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0 ,   2599626.0
Debbie Dingell                     , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,     8000.5          ,     8000.5         ,     8000.5         ,      8000.5         ,     40501.0         ,     40501.0         ,     73001.5         ,     73001.5         ,    105502.0 ,    105502.0         ,    105502.0         ,    138002.5         ,    138002.5         ,    138002.5         ,    170503.0         ,    170503.0         ,    170503.0         ,    170503.0         ,    170503.0         ,    170503.0         ,    203003.5         ,    203003.5         ,    203003.5         ,    203003.5         ,    203003.5         ,    235504.0         ,    235504.0         ,    235504.0         ,    235504.0         ,    235504.0         ,    235504.0 ,    235504.0 ,    243504.5 ,    243504.5 ,    243504.5 ,    243504.5 ,    276005.0 ,    276005.0 ,    276005.0 ,    276005.0 ,    276005.0 ,    276005.0 ,    276005.0 ,    276005.0         ,    276005.0 ,    276005.0 ,    276005.0 ,    276005.0 ,    276005.0 ,    308505.5 ,    316506.0 ,    316506.0 ,    316506.0 ,    316506.0 ,    316506.0 ,    316506.0 ,    316506.0 ,    324506.5 ,    324506.5 ,    357007.0 ,    357007.0 ,    357007.0 ,    357007.0 ,    357007.0 ,    357007.0 ,    357007.0 ,    365007.5 ,    448008.5 ,    448008.5 ,    448008.5 ,    448008.5 ,    448008.5
Debbie Wasserman Schultz           , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,     16001.0         ,     16001.0         ,     16001.0 ,     16001.0         ,     16001.0         ,     16001.0         ,     32002.0         ,     32002.0         ,     32002.0         ,     32002.0         ,     32002.0         ,     32002.0         ,     32002.0         ,     32002.0         ,     40002.5         ,     48003.0         ,     48003.0         ,     48003.0         ,     48003.0         ,     56003.5         ,     64004.0         ,     64004.0         ,     80005.0         ,     88005.5         ,     88005.5 ,     88005.5 ,     88005.5 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0 ,     96006.0         ,     96006.0 ,    104006.5 ,    104006.5 ,    104006.5 ,    104006.5 ,    104006.5 ,    104006.5 ,    104006.5 ,    104006.5 ,    104006.5 ,    112007.0 ,    120007.5 ,    120007.5 ,    120007.5 ,    120007.5 ,    120007.5 ,    120007.5 ,    120007.5 ,    120007.5 ,    128008.0 ,    128008.0 ,    129126.07,    129126.07,    129126.07,    129126.07,    129126.07,    129126.07,    129126.07
Deborah K. Ross                    , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,    130002.0         ,    130002.0         ,    130002.0         ,    130002.0         ,    130002.0         ,    130002.0         ,    130002.0         ,    130002.0         ,    211004.0         ,    219004.5         ,    219004.5         ,    219004.5         ,    219004.5         ,    219004.5         ,    219004.5         ,    219004.5         ,    219004.5         ,    219004.5         ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5         ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5 ,    219004.5
Deborah Ross                       , Democrat   ,     0.0,     0.0,     0.0,     0.0,      0.0,      0.0,      0.0,      0.0,      0.0,       0.0,       0.0,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0 ,       0.0           ,       0.0 ,       0.0          ,       0.0          ,        0.0         ,        0.0          ,        0.0          ,        0.0         ,        0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0         ,         0.0 ,         0.0 ,         0.0 ,         0.0 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5         ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5 ,      8000.5
